Country,ISO Code,url,GDP,Population,Population growth rate,Exports,Current account balance,Imports,Mean Elevation (m),Coastline (km),Irrigated Land (sq km),Total area,Age structure - 0-14 years Rate,Age structure - 15-64 years Rate,Age structure - 65 years and over Rate,Total dependency ratio,Youth dependency ratio,Elderly dependency ratio,Potential support ratio,Median age,Median age - male,Median age - female,Birth rate/1000 people,Death rate/1000 people,Net migration rate/1000 people,Urban Population ratio,Urban population growth rate,Sex ratio at birth(male/female),Sex ratio 0-14 years(male/female),Sex ratio 15-64 years(male/female),Sex ratio 65 years and over(male/female),Sex ratio - total population(male/female),Mother's mean age at first birth,"Maternal mortality ratio (deaths/100,000 live births)",Infant mortality rate (per 1000 live births),Infant mortality rate - male,Infant mortality rate - female,Life expectancy at birth (years),Life expectancy at birth - male,Life expectancy at birth - female,Fertility rate (children born/women),Gross reproduction rate,Contraceptive prevalence rate,Improved Drinking Access Urban,Improved Drinking Access Rural,Improved Drinking Access Total,Unimproved Drinking Access Urban,Unimproved Drinking Access Rural,Unimproved Drinking Access Total,Current health expenditure (% of GDP),Physicians density (per 1000 people),Hospital bed density (beds per 1000 people),Improved Sanitation Access Urban,Improved Sanitation Access Rural,Improved Sanitation Access Total,Unimproved Sanitation Access Urban,Unimproved Sanitation Access Rural,Unimproved Sanitation Access Total,Obesity - adult prevalence rate,Alcohol consumption per capita (liters of pure alcohol),Alcohol consumption per capita - beer (liters of pure alcohol),Alcohol consumption per capita - wind (liters of pure alcohol),Alcohol consumption per capita - spirits (liters of pure alcohol),Alcohol consumption per capita - other alcohols (liters of pure alcohol),Tobacco use rate,Tobacco use rate - male,Tobacco use rate - female,Children under 5 years underweight rate,Married women (ages 15-49) rate,Women married by age 15 rate,Women married by age 18 rate,Education expenditures (% of GDP),Literacy rate,Literacy rate - male,Literacy rate - female,School life expectancy,School life expectancy - male,School life expectancy - female,Youth unemployment rate (ages 15-24),Youth unemployment rate (ages 15-24) - male,Youth unemployment rate (ages 15-24) - female,Forest land (% of land area),Agricultural land (% of land area),Other land (% of land area),Revenue from forest resources (% of GDP),Revenue from coal (% of GDP),Particulate matter emissions (micrograms per cubic meter),Carbon dioxide emissions (megatons),Methane emissions (megatons),Annual municipal solid waste (tons),Municipal water withdrawal (cubic meters),Industrial water withdrawal (cubic meters),Agricultural water withdrawal (cubic meters),Renewable water resources (cubic meters),GDP growth rate,GDP per capita growth rate,GDP (official exchange rate),Inflation rate,GDP by sector agriculture composition,GDP by sector industry composition,GDP by sector services composition,GDP by end use household composition,GDP by end use government composition,GDP by end use fixed capital investment composition,GDP by end use inventories investment composition,GDP by end use exports composition,GDP by end use - imports composition,Industrial production growth rate,Labor force,Agriculture labor force,Industry labor force,Services labor force,Unemployment rate,Population below poverty line,Gini Index coefficient,Household income(Lowest 10%) by percentage share,Household income(Highest 10%) by percentage share,Revenues,Expenditures,Budget Balance (% of GDP),Public debt (% of GDP),Taxes and other revenues (% of GDP),Current account balance (% of GDP),Currency and gold reserves,External debt,Exchange rates to USD,Electricity access rate,Electricity access rate - rural,Electricity access rate - urban,Electricity installed capacity (kW),Electricity consumption (kWh),Electricity exports (kWh),Electricity imports (kWh),Electricity transmission losses (kWh),Electricity fossil fuel generation (% of total capacity),Electricity nuclear generation (% of total capacity),Electricity hydro generation (% of total capacity),Electricity wind generation (% of total capacity),Electricity solar generation (% of total capacity),Electricity geothermal generation (% of total capacity),Electricity tide and wave generation,Electricity biomass and waste generation (% of total capacity),Coal production (metric tons),Coal consumption (metric tons),Coal exports (metric tons),Coal imports (metric tons),Coal reserves (metric tons),Petroleum production (bbl/day),Petroleum consumption (bbl/day),Petroleum exports (bbl/day),Petroleum imports (bbl/day),Refined petroleum products production (bbl/day),Refined petroleum products exports (bbl/day),Refined petroleum products imports (bbl/day),Natural gas production (cubic meters),Natural gas consumption (cubic meters),Natural gas exports (cubic meters),Natural gas imports (cubic meters),Natural gas reserves (cubic meters),Energy: Carbon dioxide emissions (metric tonnes),Coal emissions (metric tonnes),Petroleum emissions (metric tonnes),Gas emissions (metric tonnes),Energy consumption per capita (Btu/preson),Telephone fixed line subscriptions (per 100 people),Telephone mobile subscriptions (per 100 people),Internet users/total population,Broadband fixed subscriptions (per 100 people),Registered air carriers,Inventory of registered aircraft,Annual passenger traffic on air carriers,Annual freight traffic on air carriers (mt-km),Airports,Airports with paved runways,Airports with unpaved runways,Heliports,Total Roadways (km),Paved Roadways (km),Unpaved Roadways (km),Military expenditures (% of GDP)
Namibia,NAM,https://www.cia.gov/the-world-factbook/countries/namibia/,23120000000.0,2777232,1.66,4581000000.0,1210000000.0,5808000000.0,1141.0,1572.0,80.0,824292.0,34.38,61.68,3.94,67.3,60.6,6.7,14.8,22.5,21.8,23.2,24.6,8.1,0,54.9,3.64,1.03,1.02,0.95,0.73,0.97,21.6,215,28.7,31.7,25.5,63.7,62.1,65.4,2.94,1.45,56.1,98.9,83.2,91.4,1.1,16.8,8.6,8.9,0.59,2.7,70.6,23.6,48.1,29.4,76.4,51.9,17.2,2.38,1.37,0.16,0.53,0.32,15.1,24.2,6,13.2,33.3,nan,nan,9.6,92.3,90.6,92.3,nan,nan,nan,40.4,39.4,41.7,8.8,47.2,44,0.47,0,11.81,4.23,10.4,256729 tons,70000000.0,10000000.0,201000000.0,39910000000.0,2.66,9100,12372000000.0,3.62,6.7,26.3,67,68.7,24.5,16,1.6,36.7,-47.5,1.44,939000,31,14,54,21.68,17.4,59.1,2.4,42,4003999999.9999995,4693000000.0,-5.5,4.64,31.17,-1210000000.0,2764000000.0,7969000000.0,14.779,55.2,33.2,74.7,640000 kW,4065360000 kWh,119000000.0,3417000000.0,270000000.0,6.1,0,88.8,0.5,4.7,0,0,0,0 metric tons,38000 metric tons,0 metric tons,59000 metric tons,0 metric tons,0,26500,0,0,0,80,26270,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,62297000000.0,3831000.0,66000 metric tonnes of CO2,3764000.0,0 metric tonnes of CO2,29811000.0,4,115,53,3,2,21,602893,26290000.0,112,19,93,nan,48875 km,7893 km,40982 km,3
Nauru,NRU,https://www.cia.gov/the-world-factbook/countries/nauru/,149474000.0,9852,0.42,187000000.0,8406000.0,94200000.0,,30.0,0.0,21.0,30.13,65.65,4.22,69.9,66,3.9,25.8,27.5,26.9,28.2,20.7,6.4,-10.2,100,0.18,1.04,1.04,0.97,0.51,0.97,nan,nan,7.7,9.9,5.4,68.3,64.7,72,2.58,1.27,nan,100,100,,0,0,,12,1.35,nan,96.3,96.3,,3.7,3.7,,61,2.44,0.54,0.09,1.81,0,48.5,47.8,49.1,nan,59.6,nan,nan,7.1,nan,nan,nan,nan,nan,nan,26.6,20.9,37.5,0,20,80,0,nan,7.4,0.05,0.01,6192 tons,nan,nan,nan,10000000.0,1.5,11900,114000000.0,5.1,6.1,33,60.8,98,37.6,42.2,nan,11.2,-89.1,nan,nan,nan,nan,nan,23,nan,34.8,nan,nan,195000000.0,158000000.0,-9.2,62,48.24,8406000.0,nan,33299999.999999996,1.331,100,nan,nan,15000 kW,34216000.0,0 kWh,0 kWh,0 kWh,100,0,0,0,0,0,0,0,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0,400,0,0,0,0,449,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,66000 metric tonnes of CO2,0 metric tonnes of CO2,66000 metric tonnes of CO2,0 metric tonnes of CO2,0 Btu/person,(2018,80,84,10,1,5,45457,7940000.0,1,1,nan,nan,30 km,24 km,6 km,nan
Navassa Island,UMI,https://www.cia.gov/the-world-factbook/countries/navassa-island/,,,nan,,,,,8.0,,5.0,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,nan,nan,nan,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nepal,NPL,https://www.cia.gov/the-world-factbook/countries/nepal/,115093000000.0,30899443,0.74,2726000000.0,1754000000.0,13836000000.0,2565.0,0.0,13320.0,147181.0,26.32,67.52,6.16,54.9,45.5,9.4,10.7,27.1,26,28.1,17.3,5.6,-4.3,21.9,3.09,1.06,1.06,0.92,0.96,0.96,20.4,174,24.6,25.8,23.2,72.7,72,73.4,1.88,0.91,46.7,92.7,94.4,94.1,7.3,5.6,5.9,5.2,0.85,0.3,95.1,85.7,87.7,4.9,14.3,12.3,4.1,0.36,0.22,0,0.13,0,30.4,47.9,12.8,18.7,74.6,7.9,32.8,4.2,71.2,81,63.3,13,13,13,9.5,10.6,8.6,25.4,28.8,45.8,0.45,0,36.43,9.11,41.15,1768977 tons,150000000.0,30000000.0,9320000000.0,210200000000.0,4.25,3800,24880000000.0,4.09,27,13.5,59.5,78,11.7,33.8,8.7,9.8,-42,4.51,16884000.0,69,12,19,5.05,25.2,32.8,3.2,29.5,7305000000.0,9008000000.0,-0.1,39.05,15.77,-5363000000.0,9661000000.0,5849000000.0,118.134,89.9,97,94.2,1392000.0,4676000000.0,107000000.0,1729000000.0,1183000000.0,0,0,97.2,0.2,2.6,0,0,0,28000 metric tons,839000 metric tons,0 metric tons,811000 metric tons,1000000.0,0,49400,0,0,0,0,26120,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,7708000.0,1051000.0,6657000.0,0 metric tonnes of CO2,5219000.0,2,130,52,4,6,39,3296953,4660000.0,47,11,36,nan,27990 km,11890 km,16100 km,1.1
Netherlands,NLD,https://www.cia.gov/the-world-factbook/countries/netherlands/,992675000000.0,17463930,0.48,751200000000.0,73138000000.0,662000000000.0,30.0,451.0,2969.0,41543.0,16.06,63.08,20.86,54.9,24,30.9,3.2,42.2,41,43.4,10.5,9.7,4.1,93.2,0.59,1.05,1.05,1.01,0.84,0.99,30.2,4,3.7,4,3.4,81.7,80.1,83.3,1.61,0.78,73,100,100,100,0,0,0,11.1,4.08,3.2,100,100,100,0,0,0,20.4,8.23,3.95,2.92,1.36,0,22.2,24.4,19.9,nan,53.7,nan,nan,5.3,nan,nan,nan,19,18,19,9.6,10,9.2,10.8,55.1,34.1,0.01,0,10.74,170.78,17.79,8855000.0,2049999999.9999998,5940000000.0,31000000.0,91000000000.0,4.86,56600,907042000000.0,2.68,1.6,17.9,70.2,44.3,24.2,20.5,0.2,83,-72.3,4.93,9902000.0,1.2,17.2,81.6,4.01,13.6,29.2,2.3,24.9,396687000000.0,374166000000.0,1.1,56.5,24.38,73138000000.0,64468999999.99999,4345413000000,0.845,100,nan,nan,43409000.0,109796000000.0,22433000000.0,19773000000.0,5059000000.0,68.3,3.3,0,13.1,6.8,0,0,8.5,1879000.0,8241000.0,20164000.0,21552000.0,497000000.0,76100,915200,8800,1096500,1.282,2.406,2.148,32857999999.999996,44753000000.0,42827000000.0,55767000000.0,132608000000.0,214416000.0,23150000.0,116240000.0,75027000.0,219606000.0,29,125,92,44,8,238,43996044,5886510000,29,23,6,1,139124 km,nan,nan,1.7
New Caledonia,NCL,https://www.cia.gov/the-world-factbook/countries/new-caledonia/,10266000000.0,300682,1.17,1920000000.0,1861000000.0,2260000000.0,,2254.0,100.0,18575.0,20.96,68.45,10.59,49.6,33.6,16,6.3,33.9,33.1,34.8,14,5.9,3.6,72.7,1.72,1.05,1.04,1.01,0.78,0.99,nan,nan,4.9,5.9,3.9,79.1,75.2,83.1,1.84,0.9,nan,99.3,,,0.7,,,nan,nan,nan,100,,,0,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.5,nan,nan,nan,96.9,97.3,96.5,nan,nan,nan,41,39.2,43.2,45.9,10.4,43.7,nan,nan,nan,5.33,nan,108157 tons,nan,nan,nan,nan,2,35700,9770000000.0,1.4,1.4,26.4,72.1,64.3,24,38.4,0,18.7,-45.5,3.5,132200,2.7,22.4,74.9,16.57,17,nan,nan,nan,1995000000.0,1993000000.0,0,6.5,20.4,-654237000.0,nan,112000000.0,100.88,100,nan,nan,1071000.0,2940707000 kWh,0 kWh,0 kWh,64293000.00000001,91.2,0,7.4,1.5,0,0,0,0,0 metric tons,1151000.0,0 metric tons,1151000.0,2000000.0,0,19300,0,0,0,0,19100,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,5886000.0,2879000.0,3007000.0,0 metric tonnes of CO2,0 Btu/person,16,90,82,19,3,15 (registered in France),nan,nan,25,12,13,8,5622 km,nan,nan,nan
New Zealand,NZL,https://www.cia.gov/the-world-factbook/countries/new-zealand/,219839000000.0,5109702,1.06,57875000000.0,5945000000.0,57682000000.0,388.0,15134.0,7000.0,268838.0,19.15,64.36,16.49,53.4,29,24.4,4.1,37.7,36.9,38.4,12.7,6.9,4.8,87,0.92,1.05,1.06,1.02,0.88,1,27.8,7,3.4,3.6,3.2,82.7,81,84.6,1.86,0.9,79.9,100,100,100,0,0,0,10,3.62,2.6,100,100,100,0,0,0,30.8,9.17,3.41,2.88,1.62,1.26,13.7,15,12.3,nan,57.6,nan,nan,6,nan,nan,nan,20,20,21,11.4,12.2,10.6,31.4,43.2,25.4,0.5,0.03,8.61,34.38,34.3,3405000.0,500000000.0,1180000000.0,3200000000.0,327000000000.0,3.71,42900,205202000000.0,3.94,5.7,21.5,72.8,57.2,18.2,23.4,0.3,27,-26.1,-2.09,2911000.0,6.6,20.7,72.7,4.12,nan,36.2,nan,nan,76694000000.0,88593000000.0,1.6,46.33,27.5,-14827000000.0,16114000000.0,190621000000.0,1.414,100,nan,nan,9615000.0,41169838000 kWh,0 kWh,0 kWh,2256332000 kWh,19.5,0,54.8,5.3,0.4,18.6,0.1,1.4,3226000.0,3001000.0,1140000.0,1090000.0,7575000000.0,13400,184600,21600,99900,115100,1782,56000,4771126000 cubic meters,4946237000 cubic meters,0 cubic meters,0 cubic meters,31148000000.0,40344000.0,5139000.0,25760000.0,9445000.0,186804000.0,13,114,96,37,15,199,17249049,1349300000,123,39,84,nan,94000 km,61600 km,32400 km,1.4
Nicaragua,NIC,https://www.cia.gov/the-world-factbook/countries/nicaragua/,38628000000.0,6359689,0.97,5714000000.0,316600000.0,6252000000.0,298.0,910.0,1990.0,130370.0,24.16,69.36,6.48,54.4,46.4,8,12.6,28.5,27.6,29.4,16.6,5.1,-1.8,59.8,1.45,1.05,1.04,0.94,0.78,0.96,19.2,78,14.7,16.2,13,74.5,73,76.2,1.85,0.9,80.4,97.5,62.6,83.2,2.5,37.4,16.8,8.6,1.67,0.9,89.9,66.5,80.3,10.1,33.5,19.7,23.7,3.69,1.57,0.02,2.1,0,nan,nan,nan,nan,56,nan,nan,4.6,82.6,82.4,82.8,nan,nan,nan,11.6,10.2,15.5,25.3,42.2,32.5,1.26,0,16,5.59,6.46,1528816 tons,286000000.0,50000000.0,1080000000.0,164520000000.0,10.34,5600,12570000000.0,4.93,15.5,24.4,60,69.9,15.3,28.1,1.7,41.2,-55.4,21.28,3042000.0,31,18,50,5.96,24.9,46.2,1.8,47.1,3452000000.0,3511000000.0,-2,33.3,17.2,-316600000.0,4046999999.9999995,11674000000.0,35.171,86.2,66.3,100,1837000.0,3182620000 kWh,0 kWh,434000000.0,1890000000.0,37.8,0,12.2,15.7,0.5,16.7,0,17.2,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0 metric tons,200,35100,0,13000,14720,460,20120,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,4851000.0,0 metric tonnes of CO2,4851000.0,0 metric tonnes of CO2,14916000.0,3,91,57,4,1,7,nan,nan,147,12,135,nan,23897 km,3346 km,20551 km,0.6
Niger,NGA,https://www.cia.gov/the-world-factbook/countries/niger/,29964000000.0,25396840,3.66,1450000000.0,1625000000.0,3369000000.0,474.0,0.0,2666.0,,49.7,47.6,2.7,105.4,100.4,5,20.1,15.1,14.8,15.5,46.9,9.7,-0.6,17.1,4.72,1.03,1.02,0.95,0.92,0.98,18.5,441,65.5,70.5,60.5,60.5,58.9,62.1,6.73,3.31,11,95.8,63.1,68.6,4.2,36.9,31.4,6.2,0.04,0.4,81.9,13.5,24.8,18.1,86.5,75.2,5.5,0.11,0.04,0.01,0.06,0,7.4,13.7,1.1,34.6,80.3,nan,nan,3.8,37.3,45.8,29,6,7,6,1,1.2,0.7,1,35.1,63.9,4.41,0.03,50.15,2.02,22.99,1865646 tons,190000000.0,40000000.0,2350000000.0,34049999999.999996,1.39,1200,12926000000.0,3.84,41.6,19.5,38.7,70.2,9.4,38.6,0,16.4,-34.6,4.09,9411000.0,79.2,3.3,17.5,0.75,40.8,37.3,3.2,26.8,2325000000.0,2785000000.0,-5,45.3,21.4,-1816000000.0,1314000000.0,3728000000.0,554.531,18.6,9,65.9,324000 kW,1325420000 kWh,0 kWh,1056999999.9999999,313000000.0,94.1,0,0,0,5.9,0,0,0,224000 metric tons,224000 metric tons,0 metric tons,0 metric tons,6000000.0,8000,13800,0,0,15280,5422,3799,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,2374000.0,499000 metric tonnes of CO2,1875000.0,0 metric tonnes of CO2,1540000.0,(2021,56,22,0.1,2,3,nan,nan,30,10,20,1,18949 km,3912 km,15037 km,1.7
Nigeria,NGA,https://www.cia.gov/the-world-factbook/countries/nigeria/,1050000000000.0,230842743,2.53,69927000000.0,13685000000.0,100820000000.0,380.0,853.0,2930.0,923768.0,40.69,55.95,3.36,86,80.6,5.5,18,19.2,18.9,19.4,34,8.5,-0.2,54.3,3.92,1.06,1.04,1.01,0.88,1.02,20.4,1047,55.2,60.4,49.6,61.8,59.9,63.8,4.57,2.22,16.6,95.3,68.8,82.6,4.7,31.2,17.4,3.4,0.38,nan,81.6,41.4,62.3,18.4,58.6,37.7,8.9,4.49,0.73,0.09,0.4,3.27,3.7,6.9,0.5,18.4,66.2,12.3,30.3,0.5,62,71.3,52.7,nan,nan,nan,19.6,19.8,19.4,9.5,78,12.5,1.02,0,55.64,120.37,143.99,27614830 tons,5000000000.0,1970000000.0,5510000000.0,286200000000.0,3.65,4900,475062000000.0,16.95,21.1,22.5,56.4,80,5.8,14.8,0.7,11.9,-13.2,-0.47,65116000.0,70,10,20,9.79,40.1,35.1,1.8,38.2,37298000000.0,59868000000.0,-1.8,21.8,3.4,-1849000000.0,36730000000.0,26847000000.0,358.811,59.6,26.3,89.2,11691000.0,24611480000 kWh,0 kWh,0 kWh,4713000000.0,78.1,0,21.7,0,0.2,0,0,0.1,44000 metric tons,85000 metric tons,12000 metric tons,77000 metric tons,344000000.0,1646900,483100,1889100,0,35010,2332,223400,46296835000 cubic meters,18787602000 cubic meters,27509177000 cubic meters,0 cubic meters,5760883000000 cubic meters,104494000.0,231000 metric tonnes of CO2,67406000.0,36856000.0,8466000.0,(2021,91,55,0.03,13,104,8169192,19420000.0,54,40,14,5,195000 km,60000 km,135000 km,0.6
Niue,NIU,https://www.cia.gov/the-world-factbook/countries/niue/,18700000.0,2000,-0.03,5680000.0,,43800000.0,,64.0,0.0,260.0,nan,nan,nan,70.4,44.9,25.4,3.9,nan,nan,nan,nan,(2021,(2021,48.2,1.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(2021,nan,nan,97,,,3,,,7.8,nan,nan,95.5,,,4.5,,,50,8.5,4.28,1.89,2.33,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,71.2,19.1,9.7,nan,nan,6.74,nan,nan,nan,nan,nan,nan,0 cubic meters,6.2,11100,10010000.0,4,23.5,26.9,49.5,nan,nan,nan,nan,nan,nan,nan,663,nan,nan,nan,12,nan,nan,nan,nan,15070000.0,16329999.999999998,-12.6,nan,nan,nan,nan,418000,1.416,nan,nan,nan,3000 kW,2600000.0,0 kWh,0 kWh,400000 kWh,100,0,0,0,0,0,0,0,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0 metric tons,0,100,0,0,0,0,54,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,8000 metric tonnes of CO2,0 metric tonnes of CO2,8000 metric tonnes of CO2,0 metric tonnes of CO2,0 Btu/person,52,nan,79.6,nan,nan,,nan,nan,1,1,nan,nan,234 km,210 km,24 km,nan
Norfolk Island,NFK,https://www.cia.gov/the-world-factbook/countries/norfolk-island/,,1748,0.01,,,NA,,32.0,0.0,36.0,nan,nan,nan,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,nan,nan,nan,,,,,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.5,25,63.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,978,6,14,80,nan,nan,nan,nan,nan,4600000.0,4800000.0,nan,nan,nan,nan,nan,nan,1.311,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.1,nan,nan,,nan,nan,1,1,nan,nan,80 km,53 km,27 km,nan
North Macedonia,MKD,https://www.cia.gov/the-world-factbook/countries/north-macedonia/,34006999999.999996,2133410,0.11,7800000000.0,376487000.0,9605000000.0,741.0,0.0,844.0,25713.0,16.06,68.69,15.25,44.6,23.2,21.4,4.7,40.1,39.1,41.2,10.3,9.6,0.4,59.5,0.61,1.07,1.07,1.03,0.79,0.99,26.9,3,7.2,8.1,6.2,77.1,75,79.3,1.52,0.74,59.9,99.7,99,99.4,0.3,1,0.6,7.9,2.87,4.3,100,98,99.2,0,2,0.8,22.4,3.9,1.93,1.03,0.9,0.03,nan,nan,nan,0.9,66.5,0.3,7.5,nan,98.4,99.1,97.6,13,13,14,34.1,31.6,38.4,39.8,44.3,15.9,0.15,0,25.17,7.05,2.28,796585 tons,310000000.0,20000000.0,140000000.0,6400000000.0,3.96,16500,12696000000.0,3.23,10.9,26.6,62.5,65.6,15.6,13.6,20.2,54,-69,-2.37,916200,16.2,29.2,54.5,16.2,21.6,33,1.7,25,3505000000.0,4500000000.0,-2.7,39.3,16.13,-420178000.0,4128999999.9999995,9065000000.0,52.102,100,nan,nan,1928000.0,6350982000 kWh,639000000.0,2965000000.0,979000000.0,71.4,0,24.7,2.3,0.5,0,0,1.1,5026000.0,5211000.0,1000 metric tons,174000 metric tons,332000000.0,0,22700,0,0,0,3065,23560,0 cubic meters,218917000.0,0 cubic meters,218917000.0,0 cubic meters,7383000.0,3866000.0,3094000.0,423000 metric tonnes of CO2,53572000.0,20,92,83,23,nan,,nan,nan,10,8,2,nan,14182 km,9633 km,4549 km,1.9
Northern Mariana Islands,MNP,https://www.cia.gov/the-world-factbook/countries/northern-mariana-islands/,1242000000.0,51295,-0.35,914000000.0,,893000000.0,,1482.0,1.0,464.0,22.61,67.95,9.43,46,31.7,14.3,7,32.3,31.7,33.3,15.6,5.6,-13.5,92.1,0.36,1.17,1.16,1.11,1.12,1.13,nan,nan,12.2,14.8,9.2,76.8,74.8,79.3,2.59,1.2,nan,100,,,0,,,nan,nan,nan,97.9,,,2.1,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65.5,6.6,27.9,0,nan,nan,nan,nan,32761 tons,nan,nan,nan,nan,-11.14,24500,1242000000.0,0.3,1.7,58.1,40.2,43.1,28.9,26.3,(2016 est.) NA,73.6,-71.9,nan,27970,1.9,10,88.1,11.2,nan,nan,nan,nan,389600000.0,344000000.0,3.7,7.1,31.4,nan,nan,nan,nan,100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0 metric tons,0 metric tons,0 metric tons,0 metric tons,nan,0,2100,0,0,nan,nan,nan,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,0 cubic meters,0 metric tonnes of CO2,0 metric tonnes of CO2,nan,0 metric tonnes of CO2,0 Btu/person,40,28,25.1,nan,nan,,nan,nan,5,3,2,1,536 km,nan,nan,nan
Norway,NOR,https://www.cia.gov/the-world-factbook/countries/norway/,368151000000.0,5597924,0.6,146280000000.0,71551000000.0,140211000000.0,460.0,25148.0,337.0,323802.0,17.83,64,18.18,54,26.1,27.9,3.6,40.6,39.9,41.4,10.4,8.2,3.8,84,1.32,1.05,1.05,1.06,0.88,1.02,29.8,2,1.8,2.1,1.5,83,81.4,84.7,1.57,0.76,nan,100,100,100,0,0,0,11.4,5.04,3.5,100,100,100,0,0,0,23.1,6.05,2.63,2.23,1,0.19,16.2,17,15.4,nan,50.2,nan,nan,5.9,nan,nan,nan,18,18,19,13,13.5,12.5,27.8,2.7,69.5,0.05,0,6.3,41.02,4.81,2187000.0,780000000.0,1070000000.0000001,840000000.0,393000000000.0,3.3,67500,405695000000.0,3.48,2.3,33.7,64,44.8,24,24.1,4.8,35.5,-33.2,2.19,2971000.0,2.1,19.3,78.6,4.99,12.7,27.7,3.8,21.2,185338000000.0,210522000000.0,4.4,36.5,21.09,71551000000.0,84271000000.0,651040000000.0,8.59,100,nan,nan,38360000.0,124288000000.0,24968000000.0,4496000000.0,8909000000.0,1.2,0,92.1,6.4,0,0,0,0.3,69000 metric tons,1130000.0,46000 metric tons,1172000.0,2000000.0,2.026,215900,1242500,66300,371600,432800,135300,112052523000 cubic meters,3980351000 cubic meters,107337690000 cubic meters,32195999.999999996,1544455000000 cubic meters,36731000.0,3182000.0,25256000.0,8294000.000000001,333833000.0,7,110,99,44,8,125,nan,nan,95,67,28,1,94902 km,(2013),(2013),1.7
